"audio_stop_number","object_id","media_url","title","in_gallery_version","stop_type","","","",""
"537","1543","p537.mp3","Knight, Girl by a Stream, Flanders","1","quick","","","",""
"538","1605","p538.mp3","Gauffier, Thomas Penrose","1","quick","","","",""
"539","4397","p539.mp3","Boisselier, View of Colosseum from Orti Farnesiani","1","quick","","","",""
"540","60161","p540.mp3","Fragonard, The Grand Staircase of the Villa atTivoli","1","quick","","","",""
"541","5748","p541.mp3","Michallon, The Fallen Branch, Fountainebleau","1","quick","","","",""
"542","3321","p542.mp3","Russell, The Death Song of Lone Wolf","1","quick","","","",""
"543","2759","p543.mp3","Russell, The Signal Fire","1","quick","","","",""
"544","3162","p544.mp3","Russell, Buffalo Hunt","1","quick","","","",""
"545","","p545.mp3","19th Century","1","quick","","","",""
"546","11947","p546.mp3","Bologna, La Fiorenza","1","quick","","","",""
"547","","p547.mp3","Rococo Definition","1","quick","","","",""
"548","1244","p548.mp3","Moore, Warrior with Sheild","1","quick","","","",""
"549","9413","p549.mp3","Wu Reception Hall Ancestors (when installed as such)","1","quick","","","",""
"550","45837","p550.mp3","Wu Reception Hall Round Stool","1","quick","","","",""
"550","5810","p550.mp3","Wu Reception Hall Couch Bed","1","quick","","","",""
"550","","p550.mp3","Wu Reception Hall Yoke Back Armchair","1","quick","","","",""
"552","5756","p552.mp3","Seydou Keita","1","quick","","","",""
"553","13621","p553.mp3","Man's shoulder pouch","1","quick","","","",""
"554","59773","p554.mp3","Comb with Crane Symbols","1","quick","","","",""
"555","13141","p555.mp3","Girl's Dress -  Southern plains style","1","quick","","","",""
"556","5927","p556.mp3","Hanta-po (get out of the way)","1","quick","","","",""
"557","5543","p557.mp3","Miniature Gunstock war Club","1","quick","","","",""
"558","3889","p558.mp3","Pipe Bowl","1","quick","","","",""
"559","","p559.mp3","Female Doll","1","quick","","","",""
"560","2090","p560.mp3","Man Doll","1","quick","","","",""
"561","4958","p561.mp3","4 Ladles, Seneca","1","quick","","","",""
"561","3890","p561.mp3","4 Ladles, Seneca","1","quick","","","",""
"561","3891","p561.mp3","4 Ladles, Seneca","1","quick","","","",""
"561","4468","p561.mp3","4 Ladles, Seneca","1","quick","","","",""
"562","","p562.mp3","Birch Bark Bitten Patterns, Ojibwe","1","quick","","","",""
"563","4709","p563.mp3","Old Bull, Winter Horse Raid, Muslin Painting","1","quick","","","",""
"564","3895","p564.mp3","Animal Head Bowl","1","quick","","","",""
"565","4314","p565.mp3","Crane Head Ladle, Lakota","1","quick","","","",""
"566","","p566.mp3","Leggings, Lakota","1","quick","","","",""
"567","2104","p567.mp3","Vest, Lakota","1","quick","","","",""
"568","3257","p568.mp3","Todd Webb","1","quick","","","",""
"569","81596","p569.mp3","Porcelain Plate w. Eagle & Fort Snelling","1","quick","","","",""
"570","","p570.mp3","Frank Lloyd Wright Dining Table and Chairs","1","quick","","","",""
"571","30767","p571.mp3","Skylight from Madison State Bank","1","quick","","","",""
"572","5741","p572.mp3","Gates, Monumental Vase","1","quick","","","",""
"573","1633","p573.mp3","Epstein, Female Figure","1","quick","","","",""
"574","4523","p574.mp3","Kapkap","1","quick","","","",""
"575","51803","p575.mp3","Prestige Bowl","1","quick","","","",""
"576","12133","p576.mp3","Bull Roarer","1","quick","","","",""
"577","83923","p577.mp3","Sulka Dance Mask","1","quick","","","",""
"579","9920","p579.mp3","Maori House Panel","1","quick","","","",""
"581","12134","p581.mp3","Zen Rock Garden","1","quick","","","",""
"581","12134","p581.mp3","Zen Rock Garden","1","quick","","","",""
"582","2031","p582.mp3","Tristan, The Holy Family","1","quick","","","",""
"583","3632","p583.mp3","Di Bonaventuea, Madonna and Child","1","quick","","","",""
"584","1679","p584.mp3","di Cione, Standing Madonna and Child","1","quick","","","",""
"585","1588","p585.mp3","Cortona, Portrait of Cardinal Pietro Maria Borghese","1","quick","","","",""
"586","5548","p586.mp3","Tonga Club","1","quick","","","",""
"587","83909","p587.mp3","Fiji club","1","quick","","","",""
"588","5877","p588.mp3","Stilt step","1","quick","","","",""
"590","1650","p590.mp3","Gope Board","1","quick","","","",""
"591","2138","p591.mp3","Bis Pole, Asmat","1","quick","","","",""
"592","","p592.mp3","Pipe Bowl, Mississippian","1","quick","","","",""
"593","46506","p593.mp3","Birdstone. Mississippian","1","quick","","","",""
"594","89890","p594.mp3","Bowl, Hohokam","1","quick","","","",""
"595","84304","p595.mp3","Leopard Pendant, Benin","1","quick","","","",""
"596","89618","p596.mp3","Ancestral Post, Yoruba","1","quick","","","",""
"597","","p597.mp3","Linguist's staff, Asante","1","quick","","","",""
"598","95062","p598.mp3","Bird Mask, Cameroon","1","quick","","","",""
"599","","p599.mp3","Statue-Female, Vili","1","quick","","","",""
"600","33878","p600.mp3","Spiro, Falcon Earspool, Spiro","1","quick","","","",""
"603","33879","p603.mp3","Sun Earspool","1","quick","","","",""
"604","4242","p604.mp3","Spiro, Sun Gorget","1","quick","","","",""
"607","8673","p607.mp3","Hand/Eye Gorget, Spiro","1","quick","","","",""
"608","","p608.mp3","Native American Church-general intro","1","quick","","","",""
"610","756","p610.mp3","Mexico, House Group","1","quick","","","",""
"613","5871","p613.mp3","Belindo, Feathered Fan","1","quick","","","",""
"614","192","p614.mp3","Ceremonial Object Container","1","quick","","","",""
"617","13612","p617.mp3","Silver: WaterBirds, Navajo","1","quick","","","",""
"617","","p617.mp3","Silver: WaterBirds, Navajo","1","quick","","","",""
"620","1677","p620.mp3","Pencz, Portrait of a Girl","1","quick","","","",""
"621","1671","p621.mp3","Master of the Brunswick Dyptich, Presentation in the Temple","1","quick","","","",""
"622","1735","p622.mp3","Gaulli, Diana the Huntress","1","quick","","","",""
"623","1543","p623.mp3","Rosa, Saint Humphrey","1","quick","","","",""
"624","1275","p624.mp3","da Conegliano, Madonna and Child","1","quick","","","",""
"625","282","p625.mp3","Bourdon, Moses and the Daughters of Jethro","1","quick","","","",""
"626","608","p626.mp3","Mesoamerican Ball games yoke","1","quick","","","",""
"628","761","p628.mp3","Rattle in the Shape of a Ball Player, Vera Cruz","1","quick","","","",""
"629","","p629.mp3","Definition of Mannerism","1","quick","","","",""
"630","","p630.mp3","Prints & Drawings General Panel","1","quick","","","",""
"632","33590","p632.mp3","Moreland, Coast Scene with Fisher Folk","1","quick","","","",""
"633","1487","p633.mp3","Masucci, The Annunciation","1","quick","","","",""
"634","45954","p634.mp3","Jade Celt, Costa Rica","1","quick","","","",""
"635","60740","p635.mp3","Effigy Vessel of Jaugar and Bird, Peru","1","quick","","","",""
"636","3914","p636.mp3","Olla Bowl, Hopi","1","quick","","","",""
"637","4236","p637.mp3","Hopi Pot","1","quick","","","",""
"637","4236","p637.mp3","Hopi Pot","1","quick","","","",""
"638","3534","p638.mp3","Martinez, Bowl","1","quick","","","",""
"639","","p639.mp3","Morse, Our Homes Ourselves","1","quick","","","",""
"640","5102","p640.mp3","Yellow, Minnesota Nice Cyokepelo-They Say Minnesota Nice","1","quick","","","",""
"641","4474","p641.mp3","Smith, Sources of Strength","1","quick","","","",""
"642","4244","p642.mp3","Penn, Night Shield","1","quick","","","",""
"643","183","p643.mp3","Blackowl, Prayer for the Mother","1","quick","","","",""
"644","","p644.mp3","Hardisty, Porcupine Quill decorated mocassins","1","quick","","","",""
"645","81169","p645.mp3","Portrait of the Empress Faustina Miner","1","quick","","","",""
"646","81171","p646.mp3","Portrait Head of a Man","1","quick","","","",""
"647","","p647.mp3","Fragment from a Tomb with a Portrait head of a Woman","1","quick","","","",""
"648","","p648.mp3","Cupid with a Hydria","1","quick","","","",""
"649","","p649.mp3","Seated Silenus","1","quick","","","",""
"650","","p650.mp3","Crouching Satry","1","quick","","","",""
"651","","p651.mp3","Funerary Relief","1","quick","","","",""
"652","81223","p652.mp3","Portrait Head of Emperor Augustus","1","quick","","","",""
"653","81170","p653.mp3","Portrait Head of a Man","1","quick","","","",""
"654","545","p654.mp3","Monticelli, Garden Party","1","quick","","","",""
"655","40424","p655.mp3","E.A. Taylor , Display Cabinet","1","quick","","","",""
"656","61831","p656.mp3","Gerrit Rietveld , Sideboard","1","quick","","","",""
"657","6782","p657.mp3","Kem Weber, Bedside Table","1","quick","","","",""
"658","","p658.mp3","West, Drummond Family","1","quick","","","",""
"659","3296","p659.mp3","Joseph Wright of Derby, A Cottage on Fire","1","quick","","","",""
"660","5996","p660.mp3","Reynolds, Lady Anne Campbell","1","quick","","","",""
"661","1733","p661.mp3","Vouet,  Angels with Attributes of the Passion","1","quick","","","",""
"662","5670","p662.mp3","Miller, Young Boy","1","quick","","","",""
"663","5573","p663.mp3","Peck, Portrait of Harriet Brown","1","quick","","","",""
"665","63379","p665.mp3","Gentileschi, Self Portrait as a Lute Player","1","quick","","","",""
"667","6265","p667.mp3","Carracci, Portrait of a Woman as Judith with the Head of Holerfernes","1","quick","","","",""
"668","15682","p668.mp3","Daddi, Triptych","1","quick","","","",""
"669","5912","p669.mp3","Guillaumet, Arab Encampment","1","quick","","","",""
"670","1681","p670.mp3","Ghirlandaio, Portrait of a Lady","1","quick","","","",""
"671","1736","p671.mp3","Van Cleve, Madonna and Child","1","quick","","","",""
"672","1400","p672.mp3","Bloemaert, Shepherd Boy sees Tobias and Angel","1","quick","","","",""
"673","589","p673.mp3","Bril, Landscape","1","quick","","","",""
"674","1372","p674.mp3","Bureghel, the elder, Landscape with Peasants","1","quick","","","",""
"675","1575","p675.mp3","Both, Landscape","1","quick","","","",""
"676","3280","p676.mp3","Storck, Four Days' Battle","1","quick","","","",""
"677","3540","p677.mp3","Dou, Hermit Praying","1","quick","","","",""
"678","731","p678.mp3","Cuyp, Portrait of a Lady","1","quick","","","",""
"679","3148","p679.mp3","van de Velde, Landscape with a Courtly Procession","1","quick","","","",""
"679","3148","p679.mp3","van de Velde, Landscape with a Courtly Procession","1","quick","","","",""
"680","","p680.mp3","Platzer, Pleasures of the Seasons: overview","1","quick","","","",""
"683","","p683.mp3","Folk Art","1","quick","","","",""
"684","","p684.mp3","Pipe Bowl","1","quick","","","",""
"685","537","p685.mp3","van Der Helst, Portrait of a Burgomaster, Jacobus Trip","1","quick","","","",""
"686","730","p686.mp3","Van Ruisdael, River Landscape with Ferry","1","quick","","","",""
"687","1466","p687.mp3","Roos, Roman Landscape","1","quick","","","",""
"688","2487","p688.mp3","Largilliere, Portrait of Mme Coustard","1","quick","","","",""
"689","3059","p689.mp3","Murillo, Penitent Magdalene","1","quick","","","",""
"690","3076","p690.mp3","De Hooch, The Asparagus Seller","1","quick","","","",""
"691","3729","p691.mp3","Van Ruisdael, Castle and Watermill","1","quick","","","",""
"692","3221","p692.mp3","Van Goyen, River Landscape with Pellecussen Gate","1","quick","","","",""
"693","3115","p693.mp3","Backhuysen, Fishing Vessel Offshore in Heavy Sea","1","quick","","","",""
"694","","p694.mp3","Kast  (cupboard)","1","quick","","","",""
"696","","p696.mp3","2 blue and white vases","1","quick","","","",""
"697","8428","p697.mp3","Ilonka Karasz, Desk","1","quick","","","",""
"698","1488","p698.mp3","de Mura, Self-Portrait","1","quick","","","",""
"699","1646","p699.mp3","Loth, Diogenes","1","quick","","","",""
"700","83458","p700.mp3","Charles Bird King, Waa-Pa-Shaw","1","quick","","","",""
"704","1957","p704.mp3","La Fargue, Two Gardens in the Hague","1","quick","","","",""
"707","1463","p707.mp3","Batoni, Benedict XIV presenting ""Ex Omnious""","1","quick","","","",""
"708","72","p708.mp3","Tiepolo, Head of a Philosopher","1","quick","","","",""
"732","1782","p732.mp3","Solimena, Madonna of the Martyrs","1","quick","","","",""
"733","1849","p733.mp3","Ghezzi, Return of the Prodigal Son","1","quick","","","",""
"734","78","p734.mp3","Moroni, Portrait of an Ecclesiastic","1","quick","","","",""
"735","","p735.mp3","Pair of Escrutcheons bearing the Borghese Coat-of-arms","1","quick","","","",""
"736","1617","p736.mp3","Arms of Pope Paul III","1","quick","","","",""
"737","6239","p737.mp3","Rousseau, Lake Geneva","1","quick","","","",""
"738","1637","p738.mp3","Millet, Church at Chailly","1","quick","","","",""
"739","1816","p739.mp3","Diaz, Wet Pasture","1","quick","","","",""
"742","1240","p742.mp3","Pierre Bonnard, Dining Room in the Country","1","quick","","","",""
"745","","p745.mp3","Jean-L̩on G̩r̫me, The Carpet Merchant","1","quick","","","",""
"746","1241","p746.mp3","Daumier, The Fugitives-Painting","1","quick","","","",""
"746","1310","p746.mp3","Daumier, The Fugitives-Bronze Relief","1","quick","","","",""
"747","","p747.mp3","Walker Evans","1","quick","","","",""
"748","1665","p748.mp3","Giaquinto, Trinity with Souls in Purgatory","1","quick","","","",""
"749","3584","p749.mp3","Mignon, Still Life with fruit, foliage and insects","1","quick","","","",""
"751","58166","p751.mp3","Handy, Cover","1","quick","","","",""
"752","1704","p752.mp3","Stella, Tahkt-I-Sulayman Variation II","1","quick","","","",""
"753","13074","p753.mp3","Stella, Gattenon","1","quick","","","",""
"754","65023","p754.mp3","Sorman, Besides as Before","1","quick","","","",""
"755","2749","p755.mp3","Lanyon, Landscape with Cross","1","quick","","","",""
"756","3220","p756.mp3","Marini, Horse and Rider","1","quick","","","",""
"757","1354","p757.mp3","Guston, Bronze","1","quick","","","",""
"758","4394","p758.mp3","Guston, Prospects","1","quick","","","",""
"759","83505","p759.mp3","Sheeler, Conversation with Sky and Earth","1","quick","","","",""
"761","2900","p761.mp3","Tiffany,  Presentation tray","1","quick","","","",""
"762","83506","p762.mp3","Lewandowski, Circuit Breakers","1","quick","","","",""
"763","61478","p763.mp3","Nicholson, Project","1","quick","","","",""
"764","1595","p764.mp3","Mondrian, Composition with Red, Yellow and Blue","1","quick","","","",""
"766","83620","p766.mp3","Stanley, Standing Deco Nude","1","quick","","","",""
"767","","p767.mp3","Matisse, Still Life with Pascal's Pensees","1","quick","","","",""
"768","1887","p768.mp3","Matisse, Madeleine (bronze)","1","quick","","","",""
"770","62046","p770.mp3","Breuer and Mobel, Wassily Armchair","1","quick","","","",""
"771","4841","p771.mp3","Indian writing desk on a stand","1","quick","","","",""
"772","8031","p772.mp3","Cabbage Tureen (Strasbourg)","1","quick","","","",""
"773","3906","p773.mp3","Fontana, Basin with Apollo and Muses","1","quick","","","",""
"775","","p775.mp3","Roman mirror","1","quick","","","",""
"776","329","p776.mp3","Southwark Chest","1","quick","","","",""
"777","3527","p777.mp3","Foggini, Jewelry box","1","quick","","","",""
"778","8566","p778.mp3","Schrank","1","quick","","","",""
"779","3545","p779.mp3","Miniature Frame","1","quick","","","",""
"788","1423","p788.mp3","Picasso, Woman by the Sea","1","quick","","","",""
"789","1556","p789.mp3","Klee, Hardy Plants","1","quick","","","",""
"790","1513","p790.mp3","Gorky, Composition","1","quick","","","",""
"792","","p792.mp3","Abstract Expressionism NY School Description","1","quick","","","",""
"794","1378","p794.mp3","Terbrugghen, The Gamblers","1","quick","","","",""
"804","1280","p804.mp3","Tiber Muse","1","quick","","","",""
"805","","p805.mp3","Elephant Attacking a Large Cat mosaic","1","quick","","","",""
"806","","p806.mp3","Roman Glass Case","1","quick","","","",""
"807","3217","p807.mp3","Red Figure Volute Krater","1","quick","","","",""
"808","6028","p808.mp3","Egyptian Portrait of Pharaoh Amenhotep III","1","quick","","","",""
"809","100","p809.mp3","Model Boat","1","quick","","","",""
"810","","p810.mp3","Water - Land Buddhist Paintings","1","quick","","","",""
"811","31163","p811.mp3","Imperial Garniture Set","1","quick","","","",""
"812","","p812.mp3","Pair of Camels and Driver","1","quick","","","",""
"813","","p813.mp3","Pair of Gold T'ang Flying Dragons","1","quick","","","",""
"814","16602","p814.mp3","Dragon Robe","1","quick","","","",""
"814","16830","p814.mp3","Dragon Robe","1","quick","","","",""
"815","609","p815.mp3","Taoist Robes","1","quick","","","",""
"815","16945","p815.mp3","Taoist Robes","1","quick","","","",""
"815","16950","p815.mp3","Taoist Robes","1","quick","","","",""
"816","","p816.mp3","Imperial Portrait of Prince Duo-lo","1","quick","","","",""
"817","1533","p817.mp3","Madonna and Child","1","quick","","","",""
"818","1367","p818.mp3","Algardi, Pope Liberius Baptizing the Neophytes","1","quick","","","",""
"819","12144","p819.mp3","Romanesque Madonna and Child","1","quick","","","",""
"820","11957","p820.mp3","Anointing the Body of Christ","1","quick","","","",""
"821","40128","p821.mp3","Elephant stool","1","quick","","","",""
"822","","p822.mp3","Bradstreet, Wm. Prindle House","1","quick","","","",""
"823","","p823.mp3","Lele cup","1","quick","","","",""
"824","5896","p824.mp3","Yombe mask","1","quick","","","",""
"825","2753","p825.mp3","Sommer, Center table","1","quick","","","",""
"826","8156","p826.mp3","Eston, Standing salt","1","quick","","","",""
"827","1238","p827.mp3","Ruel, Agate drinking cup","1","quick","","","",""
"828","6030","p828.mp3","Burges, Card Table","1","quick","","","",""
"829","","p829.mp3","Caron, Tea Service","1","quick","","","",""
"830","","p830.mp3","Posset Pot","1","quick","","","",""
"831","8946","p831.mp3","Puzzle Jug","1","quick","","","",""
"832","8948","p832.mp3","Barber's Bowl","1","quick","","","",""
"833","8949","p833.mp3","Pair of Shoes","1","quick","","","",""
"839","","p839.mp3","Oscar Bach, Doors","1","quick","","","",""
"840","2144","p840.mp3","Grasse, Icarus Making Trial of his Wings","1","quick","","","",""
"841","2034","p841.mp3","Pajou, Psyche Abandoned","1","quick","","","",""
"842","4505","p842.mp3","Carrier-Belleuse, Leda and the Swan","1","quick","","","",""
"843","4696","p843.mp3","Carpeaux, Flora Kneeling","1","quick","","","",""
"844","","p844.mp3","Carrier-Belleuse, Pair of Torcheres","1","quick","","","",""
"845","1727","p845.mp3","Portrait of Mlle. Lange as Dana̩","1","quick","","","",""
"846","2622","p846.mp3","Italian Skeleton Funeral Torch","1","quick","","","",""
"847","","p847.mp3","Delftware Definition","1","quick","","","",""
"849","","p849.mp3","Palmer, Morning and Evening Star","1","quick","","","",""
"855","","p855.mp3","Marsy and Flamen, Boreas Abuducting Orithyia","1","quick","","","",""
"856","","p856.mp3","Box for toilet articles","1","quick","","","",""
"857","3685","p857.mp3","Portuguese Desk and Chair","1","quick","","","",""
"858","3737","p858.mp3","La Farge, Arabesque Window","1","quick","","","",""
"859","111","p859.mp3","Wedding chest (Cassone)","1","quick","","","",""
"861","54","p861.mp3","Kneeling Saint","1","quick","","","",""
"863","1693","p863.mp3","Ptolemaic Ruler in the Guise of Hercules","1","quick","","","",""
"864","1751","p864.mp3","Silver Venus","1","quick","","","",""
"865","","p865.mp3","Cinerary Urn","1","quick","","","",""
"866","293","p866.mp3","Crouching Lion","1","quick","","","",""
"867","","p867.mp3","Gorgon-fragment of a sarcophogus","1","quick","","","",""
"868","3520","p868.mp3","Doryphoros","1","quick","","","",""
"869","9675","p869.mp3","Oddfellows objects","1","quick","","","",""
"871","5057","p871.mp3","Fecundity Dish","1","quick","","","",""
"872","3736","p872.mp3","Chelsea Factory, Vase","1","quick","","","",""
"873","8362","p873.mp3","Sevres, Pair of Covered Vases","1","quick","","","",""
"874","32465","p874.mp3","Kvalen, Norwegian Chest","1","quick","","","",""
"875","1506","p875.mp3","Tiffany, Pair of Candelabra","1","quick","","","",""
"876","91591","p876.mp3","Beaded Man - 3 works","1","quick","","","",""
"876","89655","p876.mp3","Beaded Man - 3 works","1","quick","","","",""
"876","90966","p876.mp3","Beaded Man - 3 works","1","quick","","","",""
"877","3734","p877.mp3","Reymond, Triptych with Madonna and Child, Saints and Prophets","1","quick","","","",""
"878","522","p878.mp3","Portrait of Luca Salvioni","1","quick","","","",""
"881","1554","p881.mp3","O'Keeffe, Pedernal - From the Ranch #1","1","quick","","","",""
"882","","p882.mp3","P. Reymond, Covered Tazza","1","quick","","","",""
"882","18426","p882.mp3","Calendar Plate","1","quick","","","",""
"883","1219","p883.mp3","de la Fresnaye, Married Life","1","quick","","","",""
"884","45640","p884.mp3","Corinthian Helmet","1","quick","","","",""
"886","351","p886.mp3","Cypriot Votary Figure","1","quick","","","",""
"887","1337","p887.mp3","Besieged Fortress Relief from Nimrud","1","quick","","","",""
"888","1346","p888.mp3","Egyptian Striding Male Figure","1","quick","","","",""
"889","","p889.mp3","Fayoum Masks-Young Woman and Bearded Man","1","quick","","","",""
"890","","p890.mp3","Case of Bronze Egyptian god Figures","1","quick","","","",""
"891","66611","p891.mp3","Villon, Puteaux: Smoke and Trees in Bloom","1","quick","","","",""
"892","1502","p892.mp3","Modigliani, Head of a Woman (sculpture)","1","quick","","","",""
"893","1356","p893.mp3","Barlach, The Avenger (sculpture)","1","quick","","","",""
"895","","p895.mp3","Gabo, Constructed Head No. 2 (sculpture)","1","quick","","","",""
"896","99101","p896.mp3","Gris, Still Life","1","quick","","","",""
"897","1941","p897.mp3","de Chirico, The Scholar's Playthings","1","quick","","","",""
"898","1852","p898.mp3","Gleizes, The Village","1","quick","","","",""
"900","1888","p900.mp3","Matisse, Large Seated Nude (sculpture)","1","quick","","","",""
"939","1503","p939.mp3","Miro, Spanish Playing Cards","1","quick","","","",""
"951","1425","p951.mp3","Feininger, Grosse-Kromsdorf I","1","quick","","","",""
"952","1325","p952.mp3","Soutine, Carcass of Beef","1","quick","","","",""
"953","6361","p953.mp3","Dove, Dancing Tree","1","quick","","","",""
"954","4979","p954.mp3","Nadelman, Standing Figure","1","quick","","","",""
"956","","p956.mp3","Henri Cartier-Bresson","1","quick","","","",""
"958","2040","p958.mp3","Boldini, Portrait of Ruggiero Leoncavallo","1","quick","","","",""
"959","","p959.mp3","Mississippi Valley collection","1","quick","","","",""
"961","","p961.mp3","Kirchner - general","1","quick","","","",""
"962","","p962.mp3","Wet Plate Photo Process","1","quick","","","",""
"963","","p963.mp3","Lost Wax Technique Panel","1","quick","","","",""
"964","","p964.mp3","Fauvism Definition","1","quick","","","",""
"967","","p967.mp3","Beaded Sole Moccasin","1","quick","","","",""
"968","12776","p968.mp3","Giacometti, Diego","1","quick","","","",""
"970","4694","p970.mp3","Biederman, Relief","1","quick","","","",""
"280341","","p280341.mp3","Art of Tea Ceremony","1","quick","","","",""
"926","","p926.mp3","Ernest Whiteman, Untitled","1","family","","","",""
"931","1629","p931.mp3","Bertel Thorvaldsen, Ganymede and the Eagle","1","family","","","",""
"935","53","p935.mp3","Gustave Courbet, Deer in the Forest","1","family","","","",""
"905","12134","p905.mp3","Zen Rock Garden","1","family","","","",""
"905","12134","p905.mp3","Zen Rock Garden","1","family","","","",""
"941","1240","p941.mp3","Pierre Bonnard, Dining Room in the Country","1","family","","","",""
"195","1097","p195.mp3","Ewer, Persia","1","family","","","",""
"901","4530","p901.mp3","Garamut (slit drum)","1","family","","","",""
"902","4457","p902.mp3","Yamantaka Sand Mandala","1","family","","","",""
"903","4343","p903.mp3","Pillow","1","family","","","",""
"904","","p904.mp3","Moghul Jades Panel (2 labels)","1","family","","","",""
"906","5623","p906.mp3","Prancing Horse (2 labels)","1","family","","","",""
"907","4793","p907.mp3","Funerary Model of a Pig Sty","1","family","","","",""
"908","5473","p908.mp3","Ritual Bell  (2 labels)","1","family","","","",""
"909","","p909.mp3","Wedding Procession","1","family","","","",""
"910","5180","p910.mp3","Kayagum (zither)","1","family","","","",""
"911","5898","p911.mp3","Dragon Jar","1","family","","","",""
"911","2814","p911.mp3","Dragon Jar","1","family","","","",""
"912","397","p912.mp3","Ni-o (Pair of Temple Guardians)  (2 labels )","1","family","","","",""
"913","3152","p913.mp3","Horse","1","family","","","",""
"914","97","p914.mp3","Lady Teshat","1","family","","","",""
"915","1230","p915.mp3","False Door","1","family","","","",""
"916","","p916.mp3","Goldweights Panel","1","family","","","",""
"917","1358","p917.mp3","Benin, Leopard Aquamanile","1","family","","","",""
"918","4866","p918.mp3","Ife City, Shrine Head","1","family","","","",""
"919","2275","p919.mp3","Yoruba, Beaded Crown","1","family","","","",""
"920","4684","p920.mp3","Bamilek, Elephant Mask","1","family","","","",""
"921","","p921.mp3","African Weapons Panel","1","family","","","",""
"922","1322","p922.mp3","Black-figure Hydria","1","family","","","",""
"923","4553","p923.mp3","Hunt, Transformation Mask","1","family","","","",""
"924","5299","p924.mp3","Haida, Totem Pole","1","family","","","",""
"925","3590","p925.mp3","Full-Mouth Buffalo (Humped Wolf)","1","family","","","",""
"927","4797","p927.mp3","Embroidered Box","1","family","","","",""
"928","3764","p928.mp3","Jean-Antoine Lepine, Astronomical mantel clock","1","family","","","",""
"929","","p929.mp3","George Jacob, Duchesse d'Enfant Brisee","1","family","","","",""
"930","","p930.mp3","Children's Tea Sets","1","family","","","",""
"932","4239","p932.mp3","Fran̤ois-Joseph Navez, Portrait of the Gaspard Moeremans Family","1","family","","","",""
"933","1738","p933.mp3","Sir John Everett Millais, Peace Concluded, 1856","1","family","","","",""
"934","","p934.mp3","Raffaelo Monti, Veiled Lady","1","family","","","",""
"936","4196","p936.mp3","Harry Jackson, Stampede","1","family","","","",""
"937","","p937.mp3","Wenzel Friedrich, Platform rocking chair and stool","1","family","","","",""
"938","2490","p938.mp3","Holm, Tornado over St. Paul","1","family","","","",""
"940","","p940.mp3","Berthe Morisot, The Artist's Daughter, Julie, with Her Nanny","1","family","","","",""
"942","1407","p942.mp3","Andre D̩rain, The Bagpiper at Camiers","1","family","","","",""
"943","1800","p943.mp3","James Ensor, The Intrigue","1","family","","","",""
"944","5033","p944.mp3","Salvador Dali, Aphrodisiac Telephone","1","family","","","",""
"945","1278","p945.mp3","Picasso, Baboon and Young","1","family","","","",""
"946","1670","p946.mp3","Rene̩ Magritte, The Promenades of Euclid","1","family","","","",""
"946","2241","p946.mp3","Yves Tanguy, Through Birds, Through Fire but Not Through Glass","1","family","","","",""
"947","2725","p947.mp3","O'Keeffe, City Night","1","family","","","",""
"948","1330","p948.mp3","Grace Hartigan, Billboard","1","family","","","",""
"949","2606","p949.mp3","Lichtenstein, Vicki","1","family","","","",""
"950","1721","p950.mp3","Chuck Close, Frank","1","family","","","",""
"880","","p880.mp3","20th C Textiles Panel - Jack Lenor Larsen","1","extended","","","",""
"207","4042","p207.mp3","Tevau, (feather currency)","1","extended","","","",""
"208","177","p208.mp3","Tahiti, Turtle","1","extended","","","",""
"216","","p216.mp3","Scholar's Study","1","extended","","","",""
"225","4324","p225.mp3","Jade Mountain  (2 labels)","1","extended","","","",""
"243","","p243.mp3","Landscape of the Four Seasons Screen","1","extended","","","",""
"244","1602","p244.mp3","White Herons in Plum and Willow screen","1","extended","","","",""
"255","676","p255.mp3","A King Picnicking in the Mountains","1","extended","","","",""
"260","611","p260.mp3","Winged Genius","1","extended","","","",""
"432","1235","p432.mp3","Luba, Dance Mask","1","extended","","","",""
"433","4855","p433.mp3","Mangbetu, Vessel in Shape of Female Head","1","extended","","","",""
"435","4030","p435.mp3","Yombe, Mother and Child","1","extended","","","",""
"437","1854","p437.mp3","Kongo, Nkisi Nkondi","1","extended","","","",""
"440","5637","p440.mp3","Bwa, Plank Mask","1","extended","","","",""
"501","3210","p501.mp3","Diptych with scenes from the life of Christ","1","extended","","","",""
"705","5747","p705.mp3","Claude Lorrain, Pastoral Landscape","1","extended","","","",""
"706","1348","p706.mp3","Nicolas Poussin, The Death of Germanicus","1","extended","","","",""
"709","529","p709.mp3","Rembrandt van Rijn, Lucretia","1","extended","","","",""
"714","1451","p714.mp3","Paul de Lamerie, Wine cistern","1","extended","","","",""
"721","1226","p721.mp3","Francisco de Goya, Self-Portrait with Dr. Arrieta","1","extended","","","",""
"731","53","p731.mp3","Gustave Courbet, Deer in the Forest","1","extended","","","",""
"740","","p740.mp3","Claude Monet, Grainstack: Sun in the Mist","1","extended","","","",""
"741","1218","p741.mp3","Vincent van Gogh, Olive Trees","1","extended","","","",""
"744","601","p744.mp3","Paul Gauguin, Under the Pandanus","1","extended","","","",""
"765","","p765.mp3","Revere, Tea service","1","extended","","","",""
"835","31247","p835.mp3","McKim, Mead, White, Model of original scheme for the MIA","1","extended","","","",""
