audio_stop_number,object_id,media_url,title,in_gallery_version,stop_type,Summary,Comments,Keep?,media_url,audio file URL, collections URL,media_url
363,376,p363.mp3,Shiva Nataraja (Lord of the Dance),1,quick,,,,p363.mp3,https://audio-tours.s3.amazonaws.com/p363.mp3,http://collections.artsmia.org/art/376,
364,5178,p364.mp3,Attendant to the King of Hell,1,quick,,,,p364.mp3,https://audio-tours.s3.amazonaws.com/p364.mp3,http://collections.artsmia.org/art/5178,
365,,p365.mp3,Korean Celadon Panel,1,quick,,,,p365.mp3,https://audio-tours.s3.amazonaws.com/p365.mp3,http://collections.artsmia.org/art/,
366,,p366.mp3,Ksitigarbha and the Ten Kings of Hell,1,quick,,,,p366.mp3,https://audio-tours.s3.amazonaws.com/p366.mp3,http://collections.artsmia.org/art/,
368,3675,p368.mp3,Pair of Palanquin Hooks,1,quick,,,,p368.mp3,https://audio-tours.s3.amazonaws.com/p368.mp3,http://collections.artsmia.org/art/3675,
369,,p369.mp3,"Yoruba, Pair of Ere Ibeji",1,quick,,,,p369.mp3,https://audio-tours.s3.amazonaws.com/p369.mp3,http://collections.artsmia.org/art/,
370,2540,p370.mp3,"Japan, Landscape, 18th C",1,quick,,,,p370.mp3,https://audio-tours.s3.amazonaws.com/p370.mp3,http://collections.artsmia.org/art/2540,
370,2540,p370.mp3,"Japan, Landscape, 18th C",1,quick,,,,p370.mp3,https://audio-tours.s3.amazonaws.com/p370.mp3,http://collections.artsmia.org/art/5613,
370,5613,p370.mp3,"Kaioku, Autumn Thoughts on a Garden Landscape",1,quick,,,,p370.mp3,https://audio-tours.s3.amazonaws.com/p370.mp3,http://collections.artsmia.org/art/2540,
370,5613,p370.mp3,"Kaioku, Autumn Thoughts on a Garden Landscape",1,quick,,,,p370.mp3,https://audio-tours.s3.amazonaws.com/p370.mp3,http://collections.artsmia.org/art/5613,
371,4362,p371.mp3,"Kuba, Itwomba",1,quick,,,,p371.mp3,https://audio-tours.s3.amazonaws.com/p371.mp3,http://collections.artsmia.org/art/4362,
372,3053,p372.mp3,"Paul Manship, Flight of Night",1,quick,,,,p372.mp3,https://audio-tours.s3.amazonaws.com/p372.mp3,http://collections.artsmia.org/art/3053,
373,2570,p373.mp3,"Vigee-Le Brun, Portrait of Countess Bucquoi, nee Parr",1,quick,"Talks about pose of sitter vs. tumultous politics at time, artist 
was close with French aristocracy","Same information as label but presented 
more anecdotally",Yes,p373.mp3,https://audio-tours.s3.amazonaws.com/p373.mp3,http://collections.artsmia.org/art/2570,
374,1820,p374.mp3,"N.C. Wyeth, Rural Delivery",1,quick,Talks about the cereal,"Different voice than previous two, they should 
all go together smoothly",No,p374.mp3,https://audio-tours.s3.amazonaws.com/p374.mp3,http://collections.artsmia.org/art/1820,
375,1850,p375.mp3,"Vasari, Six Tuscan Poets",1,quick,,,,p375.mp3,https://audio-tours.s3.amazonaws.com/p375.mp3,http://collections.artsmia.org/art/1850,
376,547,p376.mp3,Master of the Legend of St. Lucy,1,quick,,,,p376.mp3,https://audio-tours.s3.amazonaws.com/p376.mp3,http://collections.artsmia.org/art/547,
377,486,p377.mp3,"Thomas Sully, Portrait of George Washington",1,quick,,,,p377.mp3,https://audio-tours.s3.amazonaws.com/p377.mp3,http://collections.artsmia.org/art/486,
378,1613,p378.mp3,"Castiglione, The Immaculate Conception",1,quick,,,,p378.mp3,https://audio-tours.s3.amazonaws.com/p378.mp3,http://collections.artsmia.org/art/1613,
379,,p379.mp3,"Modigliani, Little Servant Girl",1,quick,,,,p379.mp3,https://audio-tours.s3.amazonaws.com/p379.mp3,http://collections.artsmia.org/art/,
380,2242,p380.mp3,"Dix, Little Girl",1,quick,,,,p380.mp3,https://audio-tours.s3.amazonaws.com/p380.mp3,http://collections.artsmia.org/art/2242,
381,577,p381.mp3,"Eakins, Portrait of Elizabeth L. Burton",1,quick,,,,p381.mp3,https://audio-tours.s3.amazonaws.com/p381.mp3,http://collections.artsmia.org/art/577,
382,2280,p382.mp3,"Debat-Ponsan, Love Dies in Time",1,quick,,,,p382.mp3,https://audio-tours.s3.amazonaws.com/p382.mp3,http://collections.artsmia.org/art/2280,
383,60587,p383.mp3,"Dickert, Flintlock Rifle",1,quick,,,,p383.mp3,https://audio-tours.s3.amazonaws.com/p383.mp3,http://collections.artsmia.org/art/60587,
384,2245,p384.mp3,"Boucher, St. John the Baptist",1,quick,"Sense of dynamism of the composition, diagonal lines, send 
the viewer's eye around the painting",Informative description of artwork,Yes,p384.mp3,https://audio-tours.s3.amazonaws.com/p384.mp3,http://collections.artsmia.org/art/2245,
385,1429,p385.mp3,"Derain, St. Paul's Cathedral",1,quick,,,,p385.mp3,https://audio-tours.s3.amazonaws.com/p385.mp3,http://collections.artsmia.org/art/1429,
386,1315,p386.mp3,"Germany, Aquamanile",1,quick,,,,p386.mp3,https://audio-tours.s3.amazonaws.com/p386.mp3,http://collections.artsmia.org/art/1315,
387,6827,p387.mp3,Powderhorn,1,quick,,,,p387.mp3,https://audio-tours.s3.amazonaws.com/p387.mp3,http://collections.artsmia.org/art/6827,
388,14148,p388.mp3,"Germany, Armor",1,quick,,,,p388.mp3,https://audio-tours.s3.amazonaws.com/p388.mp3,http://collections.artsmia.org/art/14148,
389,3058,p389.mp3,"Braque, The Viaduct at L'Estaque",1,quick,,,,p389.mp3,https://audio-tours.s3.amazonaws.com/p389.mp3,http://collections.artsmia.org/art/3058,
390,1162,p390.mp3,"Matisse, Boy with a Butterfly Net",1,quick,,,,p390.mp3,https://audio-tours.s3.amazonaws.com/p390.mp3,http://collections.artsmia.org/art/1162,
391,1639,p391.mp3,"Kandinsky, Study for Improvisation V",1,quick,,,,p391.mp3,https://audio-tours.s3.amazonaws.com/p391.mp3,http://collections.artsmia.org/art/1639,
392,2724,p392.mp3,"Kirchner, Dance Training",1,quick,,,,p392.mp3,https://audio-tours.s3.amazonaws.com/p392.mp3,http://collections.artsmia.org/art/2724,
393,1271,p393.mp3,"Kirchner, Modern Bohemia",1,quick,,,,p393.mp3,https://audio-tours.s3.amazonaws.com/p393.mp3,http://collections.artsmia.org/art/1271,
395,30704,p395.mp3,"Evans, Sewing Box",1,quick,,,,p395.mp3,https://audio-tours.s3.amazonaws.com/p395.mp3,http://collections.artsmia.org/art/30704,
396,2202,p396.mp3,"Evans, A Miner's Home",1,quick,,,,p396.mp3,https://audio-tours.s3.amazonaws.com/p396.mp3,http://collections.artsmia.org/art/2202,
397,10670,p397.mp3,"Evans, Roadside Stand",1,quick,,,,p397.mp3,https://audio-tours.s3.amazonaws.com/p397.mp3,http://collections.artsmia.org/art/10670,
398,3283,p398.mp3,"Stieglitz, The Steerage",1,quick,,,,p398.mp3,https://audio-tours.s3.amazonaws.com/p398.mp3,http://collections.artsmia.org/art/3283,
399,10526,p399.mp3,"Fassbender, The White Night",1,quick,,,,p399.mp3,https://audio-tours.s3.amazonaws.com/p399.mp3,http://collections.artsmia.org/art/10526,
400,4383,p400.mp3,"Lange, Migrant Mother",1,quick,,,,p400.mp3,https://audio-tours.s3.amazonaws.com/p400.mp3,http://collections.artsmia.org/art/4383,
402,9049,p402.mp3,Pendant Representing an Eagle,1,quick,,,,p402.mp3,https://audio-tours.s3.amazonaws.com/p402.mp3,http://collections.artsmia.org/art/9049,
403,673,p403.mp3,"Nazca, Double-Spout Vessel",1,quick,,,,p403.mp3,https://audio-tours.s3.amazonaws.com/p403.mp3,http://collections.artsmia.org/art/673,
404,759,p404.mp3,"Maya, Whistle in Form of a Dignitary",1,quick,,,,p404.mp3,https://audio-tours.s3.amazonaws.com/p404.mp3,http://collections.artsmia.org/art/759,
405,5487,p405.mp3,"Maya, Chocolate Pot",1,quick,,,,p405.mp3,https://audio-tours.s3.amazonaws.com/p405.mp3,http://collections.artsmia.org/art/5487,
407,72225,p407.mp3,"Tutsi, Basket",1,quick,,,,p407.mp3,https://audio-tours.s3.amazonaws.com/p407.mp3,http://collections.artsmia.org/art/72225,
408,,p408.mp3,"Bassa, Most Generous Woman Spoon",1,quick,,,,p408.mp3,https://audio-tours.s3.amazonaws.com/p408.mp3,http://collections.artsmia.org/art/,
409,3183,p409.mp3,"Djenne, Equestrian Figure",1,quick,,,,p409.mp3,https://audio-tours.s3.amazonaws.com/p409.mp3,http://collections.artsmia.org/art/3183,
410,1938,p410.mp3,"Guro, Mask",1,quick,,,,p410.mp3,https://audio-tours.s3.amazonaws.com/p410.mp3,http://collections.artsmia.org/art/1938,
411,12111,p411.mp3,"Zulu, Beer Pot",1,quick,,,,p411.mp3,https://audio-tours.s3.amazonaws.com/p411.mp3,http://collections.artsmia.org/art/12111,
412,136,p412.mp3,St. Catherine,1,quick,,,,p412.mp3,https://audio-tours.s3.amazonaws.com/p412.mp3,http://collections.artsmia.org/art/136,
413,3723,p413.mp3,"Norway, Tankard",1,quick,,,,p413.mp3,https://audio-tours.s3.amazonaws.com/p413.mp3,http://collections.artsmia.org/art/3723,
414,1371,p414.mp3,"Paolozzi, Little King",1,quick,,,,p414.mp3,https://audio-tours.s3.amazonaws.com/p414.mp3,http://collections.artsmia.org/art/1371,
415,3492,p415.mp3,"Palagi, Armchair",1,quick,,,,p415.mp3,https://audio-tours.s3.amazonaws.com/p415.mp3,http://collections.artsmia.org/art/3492,
417,9960,p417.mp3,"Bugatti, Two-Fold Screen",1,quick,,,,p417.mp3,https://audio-tours.s3.amazonaws.com/p417.mp3,http://collections.artsmia.org/art/9960,
418,2803,p418.mp3,"Jacob, Armchair",1,quick,"Neoclassical, talks about artist's life",Uses words not understood by most,NO,p418.mp3,https://audio-tours.s3.amazonaws.com/p418.mp3,http://collections.artsmia.org/art/2803,
419,,p419.mp3,Ostrich Egg Cup & Cover,1,quick,,,,p419.mp3,https://audio-tours.s3.amazonaws.com/p419.mp3,http://collections.artsmia.org/art/,
420,2279,p420.mp3,"Gilbert, Kiss of Victory",1,quick,,,,p420.mp3,https://audio-tours.s3.amazonaws.com/p420.mp3,http://collections.artsmia.org/art/2279,
421,60232,p421.mp3,"Katz, The Adoration of the Magi",1,quick,,,,p421.mp3,https://audio-tours.s3.amazonaws.com/p421.mp3,http://collections.artsmia.org/art/60232,
422,5779,p422.mp3,"Gatti, Coffer",1,quick,,,,p422.mp3,https://audio-tours.s3.amazonaws.com/p422.mp3,http://collections.artsmia.org/art/5779,
423,45256,p423.mp3,Pair of Armoires,1,quick,,,,p423.mp3,https://audio-tours.s3.amazonaws.com/p423.mp3,http://collections.artsmia.org/art/45256,
424,13020,p424.mp3,"Jaccard, Presentation Pitcher",1,quick,,,,p424.mp3,https://audio-tours.s3.amazonaws.com/p424.mp3,http://collections.artsmia.org/art/13020,
425,3979,p425.mp3,"Redwood Glass Works, Pitcher",1,quick,,,,p425.mp3,https://audio-tours.s3.amazonaws.com/p425.mp3,http://collections.artsmia.org/art/3979,
426,1217,p426.mp3,"Powers, Bust of George Washington",1,quick,,,,p426.mp3,https://audio-tours.s3.amazonaws.com/p426.mp3,http://collections.artsmia.org/art/1217,
427,3051,p427.mp3,Ceremonial Skirt,1,quick,,,,p427.mp3,https://audio-tours.s3.amazonaws.com/p427.mp3,http://collections.artsmia.org/art/3051,
429,,p429.mp3,20th Century Fiber Sculpture Panel,1,quick,,,,p429.mp3,https://audio-tours.s3.amazonaws.com/p429.mp3,http://collections.artsmia.org/art/,
434,,p434.mp3,North African Textiles Panel (2 quickstops #'s),1,quick,,,,p434.mp3,https://audio-tours.s3.amazonaws.com/p434.mp3,http://collections.artsmia.org/art/,
439,109,p439.mp3,Esther & Ahaseurus (15th -18th C European Tapestries overview),1,quick,,,,p439.mp3,https://audio-tours.s3.amazonaws.com/p439.mp3,http://collections.artsmia.org/art/109,
439,109,p439.mp3,Esther & Ahaseurus (15th -18th C European Tapestries overview),1,quick,,,,p439.mp3,https://audio-tours.s3.amazonaws.com/p439.mp3,http://collections.artsmia.org/art/521,
439,109,p439.mp3,Esther & Ahaseurus (15th -18th C European Tapestries overview),1,quick,,,,p439.mp3,https://audio-tours.s3.amazonaws.com/p439.mp3,http://collections.artsmia.org/art/776,
439,521,p439.mp3,End of the Hunt (15th -18th C European Tapestries overview),1,quick,,,,p439.mp3,https://audio-tours.s3.amazonaws.com/p439.mp3,http://collections.artsmia.org/art/109,
439,521,p439.mp3,End of the Hunt (15th -18th C European Tapestries overview),1,quick,,,,p439.mp3,https://audio-tours.s3.amazonaws.com/p439.mp3,http://collections.artsmia.org/art/521,
439,521,p439.mp3,End of the Hunt (15th -18th C European Tapestries overview),1,quick,,,,p439.mp3,https://audio-tours.s3.amazonaws.com/p439.mp3,http://collections.artsmia.org/art/776,
439,776,p439.mp3,Queen Distributing the Booty,1,quick,,,,p439.mp3,https://audio-tours.s3.amazonaws.com/p439.mp3,http://collections.artsmia.org/art/109,
439,776,p439.mp3,Queen Distributing the Booty,1,quick,,,,p439.mp3,https://audio-tours.s3.amazonaws.com/p439.mp3,http://collections.artsmia.org/art/521,
439,776,p439.mp3,Queen Distributing the Booty,1,quick,,,,p439.mp3,https://audio-tours.s3.amazonaws.com/p439.mp3,http://collections.artsmia.org/art/776,
447,31441,p447.mp3,Yaka Headrest,1,quick,,,,p447.mp3,https://audio-tours.s3.amazonaws.com/p447.mp3,http://collections.artsmia.org/art/31441,
448,,p448.mp3,"Kwaku, A Six Figure Benpo",1,quick,,,,p448.mp3,https://audio-tours.s3.amazonaws.com/p448.mp3,http://collections.artsmia.org/art/,
449,,p449.mp3,Luba Kabila,1,quick,,,,p449.mp3,https://audio-tours.s3.amazonaws.com/p449.mp3,http://collections.artsmia.org/art/,
450,3633,p450.mp3,"Chokwe, Throne",1,quick,,,,p450.mp3,https://audio-tours.s3.amazonaws.com/p450.mp3,http://collections.artsmia.org/art/3633,
452,2805,p452.mp3,"Wood, Birthplace of Herbert Hoover",1,quick,Points out details of the landscape,Insightful but dry,No,p452.mp3,https://audio-tours.s3.amazonaws.com/p452.mp3,http://collections.artsmia.org/art/2805,
453,689,p453.mp3,"Peto, Reminesences of 1865",1,quick,Discusses the effects of the Civil War on the American psyche,"Not on view (01/27/2016); pairs quite well with
the object label",Yes,p453.mp3,https://audio-tours.s3.amazonaws.com/p453.mp3,http://collections.artsmia.org/art/689,
454,1689,p454.mp3,"Manet, The Smoker",1,quick,,,,p454.mp3,https://audio-tours.s3.amazonaws.com/p454.mp3,http://collections.artsmia.org/art/1689,
455,774,p455.mp3,"Degas, Portrait of Mlle. Hortense V.",1,quick,,,,p455.mp3,https://audio-tours.s3.amazonaws.com/p455.mp3,http://collections.artsmia.org/art/774,
456,1509,p456.mp3,"Sargent,  The Birthday Party",1,quick,,,,p456.mp3,https://audio-tours.s3.amazonaws.com/p456.mp3,http://collections.artsmia.org/art/1509,
458,1883,p458.mp3,"Senfo, Seated Figure",1,quick,,,,p458.mp3,https://audio-tours.s3.amazonaws.com/p458.mp3,http://collections.artsmia.org/art/1883,
459,11838,p459.mp3,"Davidson, East 100th Street",1,quick,,,,p459.mp3,https://audio-tours.s3.amazonaws.com/p459.mp3,http://collections.artsmia.org/art/11838,
460,4487,p460.mp3,"Rothstein, Dust Storm",1,quick,,,,p460.mp3,https://audio-tours.s3.amazonaws.com/p460.mp3,http://collections.artsmia.org/art/4487,
461,10632,p461.mp3,"Cartier-Bresson, On the Banks of the Marne",1,quick,,,,p461.mp3,https://audio-tours.s3.amazonaws.com/p461.mp3,http://collections.artsmia.org/art/10632,
462,4976,p462.mp3,Wu Reception Hall Folding Screen,1,quick,,,,p462.mp3,https://audio-tours.s3.amazonaws.com/p462.mp3,http://collections.artsmia.org/art/4976,
463,1224,p463.mp3,"Kirchner, Seated Girl (Franzi Fehrmann)",1,quick,,,,p463.mp3,https://audio-tours.s3.amazonaws.com/p463.mp3,http://collections.artsmia.org/art/1224,
464,1627,p464.mp3,"Balthus, The Living Room",1,quick,,,,p464.mp3,https://audio-tours.s3.amazonaws.com/p464.mp3,http://collections.artsmia.org/art/1627,
465,1471,p465.mp3,"Guercino, Erminia and the Shepherds",1,quick,,,,p465.mp3,https://audio-tours.s3.amazonaws.com/p465.mp3,http://collections.artsmia.org/art/1471,
466,278,p466.mp3,"El Greco, Christ Driving the Money Changers",1,quick,,,,p466.mp3,https://audio-tours.s3.amazonaws.com/p466.mp3,http://collections.artsmia.org/art/278,
467,12830,p467.mp3,"Dessoir, Etagere",1,quick,,,,p467.mp3,https://audio-tours.s3.amazonaws.com/p467.mp3,http://collections.artsmia.org/art/12830,
468,1935,p468.mp3,"Powers, Bust of Greek Slave",1,quick,Discusses how the subject choice was a commentary on slavery,,Yes,p468.mp3,https://audio-tours.s3.amazonaws.com/p468.mp3,http://collections.artsmia.org/art/1935,
469,4395,p469.mp3,"Biemann, Covered Goblet",1,quick,,,,p469.mp3,https://audio-tours.s3.amazonaws.com/p469.mp3,http://collections.artsmia.org/art/4395,
470,167,p470.mp3,"Meads & Alvord, Desk and Bookcase",1,quick,,,,p470.mp3,https://audio-tours.s3.amazonaws.com/p470.mp3,http://collections.artsmia.org/art/167,
471,2901,p471.mp3,"Tiffany, Pitcher",1,quick,,,,p471.mp3,https://audio-tours.s3.amazonaws.com/p471.mp3,http://collections.artsmia.org/art/2901,
472,1369,p472.mp3,"Stettheimer, Portrait of our Nurse",1,quick,,,,p472.mp3,https://audio-tours.s3.amazonaws.com/p472.mp3,http://collections.artsmia.org/art/1369,
473,546,p473.mp3,"Wright, Portrait of Dorothy Beridge",1,quick,"Points out details of pearls, realistic quality of painting, artist was a 
scientist, reason for the sitter's direct gaze out at the viewer","Interesting information related to scientists, artists, and the Enlightenmnet era",Yes,p473.mp3,https://audio-tours.s3.amazonaws.com/p473.mp3,http://collections.artsmia.org/art/546,
474,773,p474.mp3,"Leger, Tble and Fruit",1,quick,,,,p474.mp3,https://audio-tours.s3.amazonaws.com/p474.mp3,http://collections.artsmia.org/art/773,
475,3266,p475.mp3,"Monet, Still Life of Pheasant and Plovers",1,quick,,,,p475.mp3,https://audio-tours.s3.amazonaws.com/p475.mp3,http://collections.artsmia.org/art/3266,
476,1274,p476.mp3,"Brancusi, Golden Bird",1,quick,,,,p476.mp3,https://audio-tours.s3.amazonaws.com/p476.mp3,http://collections.artsmia.org/art/1274,
477,1331,p477.mp3,"Relli, Trial",1,quick,,,,p477.mp3,https://audio-tours.s3.amazonaws.com/p477.mp3,http://collections.artsmia.org/art/1331,
478,1784,p478.mp3,"Costa, Portrait of a Cardinal in His Study",1,quick,,,,p478.mp3,https://audio-tours.s3.amazonaws.com/p478.mp3,http://collections.artsmia.org/art/1784,
479,1851,p479.mp3,"Parrish, Dream Castle in the Sky",1,quick,,,,p479.mp3,https://audio-tours.s3.amazonaws.com/p479.mp3,http://collections.artsmia.org/art/1851,
480,,p480.mp3,Minor White,1,quick,,,,p480.mp3,https://audio-tours.s3.amazonaws.com/p480.mp3,http://collections.artsmia.org/art/,
481,,p481.mp3,Julia Margaret Cameron,1,quick,,,,p481.mp3,https://audio-tours.s3.amazonaws.com/p481.mp3,http://collections.artsmia.org/art/,
482,,p482.mp3,Frances Frith,1,quick,,,,p482.mp3,https://audio-tours.s3.amazonaws.com/p482.mp3,http://collections.artsmia.org/art/,
483,,p483.mp3,Eugene Atget,1,quick,,,,p483.mp3,https://audio-tours.s3.amazonaws.com/p483.mp3,http://collections.artsmia.org/art/,
484,,p484.mp3,August Sander,1,quick,,,,p484.mp3,https://audio-tours.s3.amazonaws.com/p484.mp3,http://collections.artsmia.org/art/,
485,,p485.mp3,Edward Weston,1,quick,,,,p485.mp3,https://audio-tours.s3.amazonaws.com/p485.mp3,http://collections.artsmia.org/art/,
486,,p486.mp3,D.J. Ruzicka,1,quick,,,,p486.mp3,https://audio-tours.s3.amazonaws.com/p486.mp3,http://collections.artsmia.org/art/,
487,,p487.mp3,Robert Frank,1,quick,,,,p487.mp3,https://audio-tours.s3.amazonaws.com/p487.mp3,http://collections.artsmia.org/art/,
488,1987,p488.mp3,Lee Freelander,1,quick,,,,p488.mp3,https://audio-tours.s3.amazonaws.com/p488.mp3,http://collections.artsmia.org/art/1987,
489,,p489.mp3,Bernice Abbott,1,quick,,,,p489.mp3,https://audio-tours.s3.amazonaws.com/p489.mp3,http://collections.artsmia.org/art/,
490,,p490.mp3,Ansel Adams,1,quick,,,,p490.mp3,https://audio-tours.s3.amazonaws.com/p490.mp3,http://collections.artsmia.org/art/,
491,,p491.mp3,Diane Arbus,1,quick,,,,p491.mp3,https://audio-tours.s3.amazonaws.com/p491.mp3,http://collections.artsmia.org/art/,
492,,p492.mp3,Richard Avedon,1,quick,,,,p492.mp3,https://audio-tours.s3.amazonaws.com/p492.mp3,http://collections.artsmia.org/art/,
493,,p493.mp3,Ruth Bernhardt,1,quick,,,,p493.mp3,https://audio-tours.s3.amazonaws.com/p493.mp3,http://collections.artsmia.org/art/,
494,,p494.mp3,Consuelo Kanaga,1,quick,,,,p494.mp3,https://audio-tours.s3.amazonaws.com/p494.mp3,http://collections.artsmia.org/art/,
495,,p495.mp3,Arnold Newman,1,quick,,,,p495.mp3,https://audio-tours.s3.amazonaws.com/p495.mp3,http://collections.artsmia.org/art/,
496,,p496.mp3,Gordon Parks,1,quick,,,,p496.mp3,https://audio-tours.s3.amazonaws.com/p496.mp3,http://collections.artsmia.org/art/,
497,,p497.mp3,Helen Levitt,1,quick,,,,p497.mp3,https://audio-tours.s3.amazonaws.com/p497.mp3,http://collections.artsmia.org/art/,
498,,p498.mp3,Gilles Peress,1,quick,,,,p498.mp3,https://audio-tours.s3.amazonaws.com/p498.mp3,http://collections.artsmia.org/art/,
499,3346,p499.mp3,Goblet,1,quick,,,,p499.mp3,https://audio-tours.s3.amazonaws.com/p499.mp3,http://collections.artsmia.org/art/3346,
503,,p503.mp3,Snake Jug - Whiskey Jug with snakes,1,quick,"Discusses the political sentiment, poking fun at temperance, 
points out Union troops who chasing Jefferson Davis",No audio available online,X,p503.mp3,https://audio-tours.s3.amazonaws.com/p503.mp3,http://collections.artsmia.org/art/,
504,89293,p504.mp3,"Lux, Presentation Plate, Cup and Saucer",1,quick,,,,p504.mp3,https://audio-tours.s3.amazonaws.com/p504.mp3,http://collections.artsmia.org/art/89293,
505,19376,p505.mp3,Grecian Style Wardrobe,1,quick,,,,p505.mp3,https://audio-tours.s3.amazonaws.com/p505.mp3,http://collections.artsmia.org/art/19376,
506,91482,p506.mp3,Gevekki Dance Mask,1,quick,,,,p506.mp3,https://audio-tours.s3.amazonaws.com/p506.mp3,http://collections.artsmia.org/art/91482,
507,95061,p507.mp3,Ceremonial Bowl - 2 birds - Feast Bowl,1,quick,,,,p507.mp3,https://audio-tours.s3.amazonaws.com/p507.mp3,http://collections.artsmia.org/art/95061,
508,95059,p508.mp3,Bird Head Club from New Caldona,1,quick,,,,p508.mp3,https://audio-tours.s3.amazonaws.com/p508.mp3,http://collections.artsmia.org/art/95059,
509,89938,p509.mp3,"Abalam, Ancestor wall decoration",1,quick,,,,p509.mp3,https://audio-tours.s3.amazonaws.com/p509.mp3,http://collections.artsmia.org/art/89938,
510,5894,p510.mp3,"Abalam, Helmet Yam Mask",1,quick,,,,p510.mp3,https://audio-tours.s3.amazonaws.com/p510.mp3,http://collections.artsmia.org/art/5894,
511,1926,p511.mp3,Moiai Kava Kava,1,quick,,,,p511.mp3,https://audio-tours.s3.amazonaws.com/p511.mp3,http://collections.artsmia.org/art/1926,
512,1819,p512.mp3,"Wyeth, Bronco Buster",1,quick,"Briefly mentions Cream of Wheat, describes cowboy attempting to break 
the horse",Offers valuable information,Yes,p512.mp3,https://audio-tours.s3.amazonaws.com/p512.mp3,http://collections.artsmia.org/art/1819,
513,1822,p513.mp3,"Goodwin, A Bear Chance",1,quick,"Describes commissions by Cream of Wheat by famous artists, human 
quality given to the bear","Would make more sense to come before 
Bronco Buster",No,p513.mp3,https://audio-tours.s3.amazonaws.com/p513.mp3,http://collections.artsmia.org/art/1822,
514,1263,p514.mp3,"Barye, Theseus Slaying a Centaur",1,quick,"Describes story behind the imagery, intention of artist & his interest in 
animals",Repetitive of label,No,p514.mp3,https://audio-tours.s3.amazonaws.com/p514.mp3,http://collections.artsmia.org/art/1263,
515,1626,p515.mp3,"Vernet, Imaginary Italian Harbor Scene",1,quick,"Looks closer to see the scene is a combination of different places 
in Italy, souvenir for people on tour of Europe",Impressionable info,Yes,p515.mp3,https://audio-tours.s3.amazonaws.com/p515.mp3,http://collections.artsmia.org/art/1626,
516,516,p516.mp3,"Robert, The Rustic Bridge",1,quick,Describes fashion of natural gardens,"Good, interesting",Yes,p516.mp3,https://audio-tours.s3.amazonaws.com/p516.mp3,http://collections.artsmia.org/art/516,
517,135,p517.mp3,Fontainbleau Oaks,1,quick,Descibes how this work had a 'freshness' not formerly seen in French painting,"I liked how it went on to highlight the specific
techniques Dupre used to achieve 'freshness'",Yes,p517.mp3,https://audio-tours.s3.amazonaws.com/p517.mp3,http://collections.artsmia.org/art/135,
518,4191,p518.mp3,Fontainbleau Forest,1,quick,Describes the technique used by Daubigny,Not on view (01/27/16),Yes,p518.mp3,https://audio-tours.s3.amazonaws.com/p518.mp3,http://collections.artsmia.org/art/4191,
519,2624,p519.mp3,"Daubigny, Landscape near Cremieu",1,quick,,,,p519.mp3,https://audio-tours.s3.amazonaws.com/p519.mp3,http://collections.artsmia.org/art/2624,
521,548,p521.mp3,"Jean Clouet the Younger, Princess Charlotte of France",1,quick,,,,p521.mp3,https://audio-tours.s3.amazonaws.com/p521.mp3,http://collections.artsmia.org/art/548,
523,1566,p523.mp3,"Garnier, The Poorly Defended Rose",1,quick,Describes symbols that allude to the narrative in the two paintings,Contributes to the label,Yes,p523.mp3,https://audio-tours.s3.amazonaws.com/p523.mp3,http://collections.artsmia.org/art/1566,
523,1566,p523.mp3,"Garnier, The Poorly Defended Rose",1,quick,Describes symbols that allude to the narrative in the two paintings,Contributes to the label,Yes,p523.mp3,https://audio-tours.s3.amazonaws.com/p523.mp3,http://collections.artsmia.org/art/1567,
523,1567,p523.mp3,"Garnier, The Letter",1,quick,Describes symbols that allude to the narrative in the two paintings,Contributes to the label,Yes,p523.mp3,https://audio-tours.s3.amazonaws.com/p523.mp3,http://collections.artsmia.org/art/1566,
523,1567,p523.mp3,"Garnier, The Letter",1,quick,Describes symbols that allude to the narrative in the two paintings,Contributes to the label,Yes,p523.mp3,https://audio-tours.s3.amazonaws.com/p523.mp3,http://collections.artsmia.org/art/1567,
524,1576,p524.mp3,"Diaz, Forest Interior with Wood Gatherer",1,quick,,,,p524.mp3,https://audio-tours.s3.amazonaws.com/p524.mp3,http://collections.artsmia.org/art/1576,
526,803,p526.mp3,"Fournier, Lowry Hill, Minneapolis",1,quick,"Orients the viewer, says that the Walker is now in the foreground, 
the background is the skyline of Minneapolis at the time","Good info, background music is distracting a bit",Yes,p526.mp3,https://audio-tours.s3.amazonaws.com/p526.mp3,http://collections.artsmia.org/art/803,
527,750,p527.mp3,"Fournier, Mill Pond at Minneapolis",1,quick,"Important role of the river, says you could see the same scene today. 
Orients the viewer in the image. ""Harmonious coexistence of industry 
and nature",Good,Yes,p527.mp3,https://audio-tours.s3.amazonaws.com/p527.mp3,http://collections.artsmia.org/art/750,
528,688,p528.mp3,"Fournier, Farnham's Old Mill at St. Anthony Falls",1,quick,"Says artist painted images for people's residences, points out details 
in the painting: texture of rocks, powerlines, light",Informative on artist,Yes,p528.mp3,https://audio-tours.s3.amazonaws.com/p528.mp3,http://collections.artsmia.org/art/688,
529,770,p529.mp3,"Lewis, Cheever's Mill on St. Croix River",1,quick,"Discusses the artist's studio on the river, his book and work seen 
by Europeans","Pretty short, but the part about his makeshift 
floating studio is interesting",Yes,p529.mp3,https://audio-tours.s3.amazonaws.com/p529.mp3,http://collections.artsmia.org/art/770,
