audio_stop_number,object_id,media_url,title,in_gallery_version,stop_type,Summary,Comments,Keep?,media_url,audio file URL, collections URL,media_url
637,4236,p637.mp3,Hopi Pot,1,quick,,,,p637.mp3,https://audio-tours.s3.amazonaws.com/p637.mp3,http://collections.artsmia.org/art/4236,
637,4236,p637.mp3,Hopi Pot,1,quick,,,,p637.mp3,https://audio-tours.s3.amazonaws.com/p637.mp3,http://collections.artsmia.org/art/4236,
637,4236,p637.mp3,Hopi Pot,1,quick,,,,p637.mp3,https://audio-tours.s3.amazonaws.com/p637.mp3,http://collections.artsmia.org/art/4236,
637,4236,p637.mp3,Hopi Pot,1,quick,,,,p637.mp3,https://audio-tours.s3.amazonaws.com/p637.mp3,http://collections.artsmia.org/art/4236,
638,3534,p638.mp3,"Martinez, Bowl",1,quick,,,,p638.mp3,https://audio-tours.s3.amazonaws.com/p638.mp3,http://collections.artsmia.org/art/3534,
639,,p639.mp3,"Morse, Our Homes Ourselves",1,quick,,,,p639.mp3,https://audio-tours.s3.amazonaws.com/p639.mp3,http://collections.artsmia.org/art/,
640,5102,p640.mp3,"Yellow, Minnesota Nice Cyokepelo-They Say Minnesota Nice",1,quick,,,,p640.mp3,https://audio-tours.s3.amazonaws.com/p640.mp3,http://collections.artsmia.org/art/5102,
641,4474,p641.mp3,"Smith, Sources of Strength",1,quick,,,,p641.mp3,https://audio-tours.s3.amazonaws.com/p641.mp3,http://collections.artsmia.org/art/4474,
642,4244,p642.mp3,"Penn, Night Shield",1,quick,,,,p642.mp3,https://audio-tours.s3.amazonaws.com/p642.mp3,http://collections.artsmia.org/art/4244,
643,183,p643.mp3,"Blackowl, Prayer for the Mother",1,quick,,,,p643.mp3,https://audio-tours.s3.amazonaws.com/p643.mp3,http://collections.artsmia.org/art/183,
644,,p644.mp3,"Hardisty, Porcupine Quill decorated mocassins",1,quick,,,,p644.mp3,https://audio-tours.s3.amazonaws.com/p644.mp3,http://collections.artsmia.org/art/,
645,81169,p645.mp3,Portrait of the Empress Faustina Miner,1,quick,,,,p645.mp3,https://audio-tours.s3.amazonaws.com/p645.mp3,http://collections.artsmia.org/art/81169,
646,81171,p646.mp3,Portrait Head of a Man,1,quick,,,,p646.mp3,https://audio-tours.s3.amazonaws.com/p646.mp3,http://collections.artsmia.org/art/81171,
647,,p647.mp3,Fragment from a Tomb with a Portrait head of a Woman,1,quick,,,,p647.mp3,https://audio-tours.s3.amazonaws.com/p647.mp3,http://collections.artsmia.org/art/,
648,,p648.mp3,Cupid with a Hydria,1,quick,,,,p648.mp3,https://audio-tours.s3.amazonaws.com/p648.mp3,http://collections.artsmia.org/art/,
649,,p649.mp3,Seated Silenus,1,quick,,,,p649.mp3,https://audio-tours.s3.amazonaws.com/p649.mp3,http://collections.artsmia.org/art/,
650,,p650.mp3,Crouching Satry,1,quick,,,,p650.mp3,https://audio-tours.s3.amazonaws.com/p650.mp3,http://collections.artsmia.org/art/,
651,,p651.mp3,Funerary Relief,1,quick,,,,p651.mp3,https://audio-tours.s3.amazonaws.com/p651.mp3,http://collections.artsmia.org/art/,
652,81223,p652.mp3,Portrait Head of Emperor Augustus,1,quick,,,,p652.mp3,https://audio-tours.s3.amazonaws.com/p652.mp3,http://collections.artsmia.org/art/81223,
653,81170,p653.mp3,Portrait Head of a Man,1,quick,,,,p653.mp3,https://audio-tours.s3.amazonaws.com/p653.mp3,http://collections.artsmia.org/art/81170,
654,545,p654.mp3,"Monticelli, Garden Party",1,quick,,,,p654.mp3,https://audio-tours.s3.amazonaws.com/p654.mp3,http://collections.artsmia.org/art/545,
655,40424,p655.mp3,"E.A. Taylor , Display Cabinet",1,quick,,,,p655.mp3,https://audio-tours.s3.amazonaws.com/p655.mp3,http://collections.artsmia.org/art/40424,
656,61831,p656.mp3,"Gerrit Rietveld , Sideboard",1,quick,,,,p656.mp3,https://audio-tours.s3.amazonaws.com/p656.mp3,http://collections.artsmia.org/art/61831,
657,6782,p657.mp3,"Kem Weber, Bedside Table",1,quick,,,,p657.mp3,https://audio-tours.s3.amazonaws.com/p657.mp3,http://collections.artsmia.org/art/6782,
658,,p658.mp3,"West, Drummond Family",1,quick,,,,p658.mp3,https://audio-tours.s3.amazonaws.com/p658.mp3,http://collections.artsmia.org/art/,
659,3296,p659.mp3,"Joseph Wright of Derby, A Cottage on Fire",1,quick,"Contemporary event, different versions of same scene, juxtoposition, 
violence, compassionate statement by artist","Interesting info, not essential to undertanding the piece or the artist",No,p659.mp3,https://audio-tours.s3.amazonaws.com/p659.mp3,http://collections.artsmia.org/art/3296,
660,5996,p660.mp3,"Reynolds, Lady Anne Campbell",1,quick,"Took 13 sittings to paint this portrait, sitter was thought to be great beauty, 
subdued palette",I do not understand the relevance,No,p660.mp3,https://audio-tours.s3.amazonaws.com/p660.mp3,http://collections.artsmia.org/art/5996,
661,1733,p661.mp3,"Vouet,  Angels with Attributes of the Passion",1,quick,"Color palette, explains angels and what they're carrying (symbols of the 
passion), powerful emotions",Informative,Yes,p661.mp3,https://audio-tours.s3.amazonaws.com/p661.mp3,http://collections.artsmia.org/art/1733,
662,5670,p662.mp3,"Miller, Young Boy",1,quick,,,,p662.mp3,https://audio-tours.s3.amazonaws.com/p662.mp3,http://collections.artsmia.org/art/5670,
663,5573,p663.mp3,"Peck, Portrait of Harriet Brown",1,quick,"Talks about the artist's style of portraiture, how the focus is on the 
sitter's religion and hands.","Starts out with ""these people..."", who?",Yes,p663.mp3,https://audio-tours.s3.amazonaws.com/p663.mp3,http://collections.artsmia.org/art/5573,
665,63379,p665.mp3,"Gentileschi, Self Portrait as a Lute Player",1,quick,,,,p665.mp3,https://audio-tours.s3.amazonaws.com/p665.mp3,http://collections.artsmia.org/art/63379,
667,6265,p667.mp3,"Carracci, Portrait of a Woman as Judith with the Head of Holerfernes",1,quick,,,,p667.mp3,https://audio-tours.s3.amazonaws.com/p667.mp3,http://collections.artsmia.org/art/6265,
668,15682,p668.mp3,"Daddi, Triptych",1,quick,,,,p668.mp3,https://audio-tours.s3.amazonaws.com/p668.mp3,http://collections.artsmia.org/art/15682,
669,5912,p669.mp3,"Guillaumet, Arab Encampment",1,quick,,,,p669.mp3,https://audio-tours.s3.amazonaws.com/p669.mp3,http://collections.artsmia.org/art/5912,
670,1681,p670.mp3,"Ghirlandaio, Portrait of a Lady",1,quick,,,,p670.mp3,https://audio-tours.s3.amazonaws.com/p670.mp3,http://collections.artsmia.org/art/1681,
671,1736,p671.mp3,"Van Cleve, Madonna and Child",1,quick,,,,p671.mp3,https://audio-tours.s3.amazonaws.com/p671.mp3,http://collections.artsmia.org/art/1736,
672,1400,p672.mp3,"Bloemaert, Shepherd Boy sees Tobias and Angel",1,quick,"Example of Dutch Mannerist, explains style, Biblical story is 
in background, shepherd asserts himself as subject",No audio available online,X,p672.mp3,https://audio-tours.s3.amazonaws.com/p672.mp3,http://collections.artsmia.org/art/1400,
673,589,p673.mp3,"Bril, Landscape",1,quick,"Talks about forground, people playing game, title of painting 
has changed to reflect the game, realistic, lots to look at",Interesting fact about the game,Yes,p673.mp3,https://audio-tours.s3.amazonaws.com/p673.mp3,http://collections.artsmia.org/art/589,
674,1372,p674.mp3,"Bureghel, the elder, Landscape with Peasants",1,quick,,,,p674.mp3,https://audio-tours.s3.amazonaws.com/p674.mp3,http://collections.artsmia.org/art/1372,
675,1575,p675.mp3,"Both, Landscape",1,quick,"""Dutch-Italian"" landscape, Dutch artist but not Dutch scene, light","Good info, odd noises in the background that are distracting",No,p675.mp3,https://audio-tours.s3.amazonaws.com/p675.mp3,http://collections.artsmia.org/art/1575,
676,3280,p676.mp3,"Storck, Four Days' Battle",1,quick,"Painted around same time event took place, details very realistic, 
explains victory of Dutch, points out details of all the chaos of battle",,Yes,p676.mp3,https://audio-tours.s3.amazonaws.com/p676.mp3,http://collections.artsmia.org/art/3280,
677,3540,p677.mp3,"Dou, Hermit Praying",1,quick,"Very detailed, artist used small brushes, explains artist's process, 
humbleness and piety important in Dutch republic",,Yes,p677.mp3,https://audio-tours.s3.amazonaws.com/p677.mp3,http://collections.artsmia.org/art/3540,
678,731,p678.mp3,"Cuyp, Portrait of a Lady",1,quick,"Example of portrait of newly wealthy Dutch merchants, 
describes style - no excess objects in the painting, 
crisp & cleanness",Long but informative,Yes,p678.mp3,https://audio-tours.s3.amazonaws.com/p678.mp3,http://collections.artsmia.org/art/731,
679,3148,p679.mp3,"van de Velde, Landscape with a Courtly Procession",1,quick,"Not traditional monarchy, members of republic out with the peasants, 
charming interaction, ""slice of life"", identifiable building in background",Helps make sense of the label,Yes,p679.mp3,https://audio-tours.s3.amazonaws.com/p679.mp3,http://collections.artsmia.org/art/3148,
679,3148,p679.mp3,"van de Velde, Landscape with a Courtly Procession",1,quick,"Not traditional monarchy, members of republic out with the peasants, 
charming interaction, ""slice of life"", identifiable building in background",Helps make sense of the label,Yes,p679.mp3,https://audio-tours.s3.amazonaws.com/p679.mp3,http://collections.artsmia.org/art/3148,
679,3148,p679.mp3,"van de Velde, Landscape with a Courtly Procession",1,quick,"Not traditional monarchy, members of republic out with the peasants, 
charming interaction, ""slice of life"", identifiable building in background",Helps make sense of the label,Yes,p679.mp3,https://audio-tours.s3.amazonaws.com/p679.mp3,http://collections.artsmia.org/art/3148,
679,3148,p679.mp3,"van de Velde, Landscape with a Courtly Procession",1,quick,"Not traditional monarchy, members of republic out with the peasants, 
charming interaction, ""slice of life"", identifiable building in background",Helps make sense of the label,Yes,p679.mp3,https://audio-tours.s3.amazonaws.com/p679.mp3,http://collections.artsmia.org/art/3148,
680,,p680.mp3,"Platzer, Pleasures of the Seasons: overview",1,quick,"Most important Rococco painter in Viena, lots of details (4 paintings) 
allegorical scenes, taste of the time, small but vibrant paintings",No results when searched,X,p680.mp3,https://audio-tours.s3.amazonaws.com/p680.mp3,http://collections.artsmia.org/art/,
683,,p683.mp3,Folk Art,1,quick,,,,p683.mp3,https://audio-tours.s3.amazonaws.com/p683.mp3,http://collections.artsmia.org/art/,
684,,p684.mp3,Pipe Bowl,1,quick,,,,p684.mp3,https://audio-tours.s3.amazonaws.com/p684.mp3,http://collections.artsmia.org/art/,
685,537,p685.mp3,"van Der Helst, Portrait of a Burgomaster, Jacobus Trip",1,quick,"Celebrity portraitist, rising middle class wanted portraits done, 
embelishments of clothing, face is not idealized",,Yes,p685.mp3,https://audio-tours.s3.amazonaws.com/p685.mp3,http://collections.artsmia.org/art/537,
686,730,p686.mp3,"Van Ruisdael, River Landscape with Ferry",1,quick,"Landscape as stage set for human activities, importance of sky, 
atmosphere, misty landscape, details of cows and ducks",Info not necessary,No,p686.mp3,https://audio-tours.s3.amazonaws.com/p686.mp3,http://collections.artsmia.org/art/730,
687,1466,p687.mp3,"Roos, Roman Landscape",1,quick,"Significance of peaceful landscape after war, real elements combined into an
ideal scene, talks about artist's style",Puts the time period into perspective ,Yes,p687.mp3,https://audio-tours.s3.amazonaws.com/p687.mp3,http://collections.artsmia.org/art/1466,
688,2487,p688.mp3,"Largilliere, Portrait of Mme Coustard",1,quick,"Information about sitter, customary clothes for boys, child shown as future, 
meant to flatter, light highlights sheen of fabric, dog appears in several 
of the artist's portraits",No results when searched,X,p688.mp3,https://audio-tours.s3.amazonaws.com/p688.mp3,http://collections.artsmia.org/art/2487,
689,3059,p689.mp3,"Murillo, Penitent Magdalene",1,quick,"Counter reformation, Mary Magdalene shown overwhelmed with 
divine light, strong contrast of light and dark, large scale of the 
figure heightens drama",,Yes,p689.mp3,https://audio-tours.s3.amazonaws.com/p689.mp3,http://collections.artsmia.org/art/3059,
690,3076,p690.mp3,"De Hooch, The Asparagus Seller",1,quick,"Virtuous domestic scenes, artist often painted these scenes, light, 
composition, views of exterior, points out details",,Yes,p690.mp3,https://audio-tours.s3.amazonaws.com/p690.mp3,http://collections.artsmia.org/art/3076,
691,3729,p691.mp3,"Van Ruisdael, Castle and Watermill",1,quick,"Talks about artist, interested in power of composition, points out effects 
of light in this painting, presence of the mill ",Restates a lot of what the label says,No,p691.mp3,https://audio-tours.s3.amazonaws.com/p691.mp3,http://collections.artsmia.org/art/3729,
692,3221,p692.mp3,"Van Goyen, River Landscape with Pellecussen Gate",1,quick,"Seems very realistic, but imaginary scene. Artist painted this building 
many times in different settings. Points out details in the painting",,Yes,p692.mp3,https://audio-tours.s3.amazonaws.com/p692.mp3,http://collections.artsmia.org/art/3221,
693,3115,p693.mp3,"Backhuysen, Fishing Vessel Offshore in Heavy Sea",1,quick,"Dutch marine painting, balance of benifits and danger of sea life, 
artist often went out to see storms at sea",,Yes,p693.mp3,https://audio-tours.s3.amazonaws.com/p693.mp3,http://collections.artsmia.org/art/3115,
694,,p694.mp3,Kast  (cupboard),1,quick,"Talks about function of cupboard, expensive, intricate, seen in 
lots of Dutch paintings",No audio available online,X,p694.mp3,https://audio-tours.s3.amazonaws.com/p694.mp3,http://collections.artsmia.org/art/,
696,,p696.mp3,2 blue and white vases,1,quick,"Porcelain highly prized, Dutch started to recreate Chinese porcelain pieces, 
these vases incorporate Dutch scenes as well as Chinese motifs",No audio available online,X,p696.mp3,https://audio-tours.s3.amazonaws.com/p696.mp3,http://collections.artsmia.org/art/,
697,8428,p697.mp3,"Ilonka Karasz, Desk",1,quick,,,,p697.mp3,https://audio-tours.s3.amazonaws.com/p697.mp3,http://collections.artsmia.org/art/8428,
698,1488,p698.mp3,"de Mura, Self-Portrait",1,quick,"Details of official portraiture, colors of the background, artist 
advertising his skill",Almost irrelevant,No,p698.mp3,https://audio-tours.s3.amazonaws.com/p698.mp3,http://collections.artsmia.org/art/1488,
699,1646,p699.mp3,"Loth, Diogenes",1,quick,"Typical portrayal of Diogenes w/ lantern, contrast of light and shadow 
by Baroque painters, compositional aspects, figure in our space",No audio available online,X,p699.mp3,https://audio-tours.s3.amazonaws.com/p699.mp3,http://collections.artsmia.org/art/1646,
700,83458,p700.mp3,"Charles Bird King, Waa-Pa-Shaw",1,quick,,,,p700.mp3,https://audio-tours.s3.amazonaws.com/p700.mp3,http://collections.artsmia.org/art/83458,
704,1957,p704.mp3,"La Fargue, Two Gardens in the Hague",1,quick,"Two paintings showing two ends of same garden. Servant woman admiring 
baby, world of women in charge of households, lovingly painted world",,Yes,p704.mp3,https://audio-tours.s3.amazonaws.com/p704.mp3,http://collections.artsmia.org/art/1957,
707,1463,p707.mp3,"Batoni, Benedict XIV presenting ""Ex Omnious""",1,quick,"Ficticious rendering of historic event, ",A little short,No,p707.mp3,https://audio-tours.s3.amazonaws.com/p707.mp3,http://collections.artsmia.org/art/1463,
708,72,p708.mp3,"Tiepolo, Head of a Philosopher",1,quick,"Talks about artist's process, pagan philosophers in limbo",Very interesting info not discussed on label,Yes,p708.mp3,https://audio-tours.s3.amazonaws.com/p708.mp3,http://collections.artsmia.org/art/72,
732,1782,p732.mp3,"Solimena, Madonna of the Martyrs",1,quick,,,,p732.mp3,https://audio-tours.s3.amazonaws.com/p732.mp3,http://collections.artsmia.org/art/1782,
733,1849,p733.mp3,"Ghezzi, Return of the Prodigal Son",1,quick,"Different moment than other painters choose, moment when feast begins. 
Talks about colors, lighting, artist","Repeats a lot of info from label, somewhat dry",No,p733.mp3,https://audio-tours.s3.amazonaws.com/p733.mp3,http://collections.artsmia.org/art/1849,
734,78,p734.mp3,"Moroni, Portrait of an Ecclesiastic",1,quick,,,,p734.mp3,https://audio-tours.s3.amazonaws.com/p734.mp3,http://collections.artsmia.org/art/78,
735,,p735.mp3,Pair of Escrutcheons bearing the Borghese Coat-of-arms,1,quick,,,,p735.mp3,https://audio-tours.s3.amazonaws.com/p735.mp3,http://collections.artsmia.org/art/,
736,1617,p736.mp3,Arms of Pope Paul III,1,quick,,,,p736.mp3,https://audio-tours.s3.amazonaws.com/p736.mp3,http://collections.artsmia.org/art/1617,
737,6239,p737.mp3,"Rousseau, Lake Geneva",1,quick,,,,p737.mp3,https://audio-tours.s3.amazonaws.com/p737.mp3,http://collections.artsmia.org/art/6239,
738,1637,p738.mp3,"Millet, Church at Chailly",1,quick,,,,p738.mp3,https://audio-tours.s3.amazonaws.com/p738.mp3,http://collections.artsmia.org/art/1637,
739,1816,p739.mp3,"Diaz, Wet Pasture",1,quick,,,,p739.mp3,https://audio-tours.s3.amazonaws.com/p739.mp3,http://collections.artsmia.org/art/1816,
742,1240,p742.mp3,"Pierre Bonnard, Dining Room in the Country",1,quick,,,,p742.mp3,https://audio-tours.s3.amazonaws.com/p742.mp3,http://collections.artsmia.org/art/1240,
745,,p745.mp3,"Jean-L̩on G̩r̫me, The Carpet Merchant",1,quick,,,,p745.mp3,https://audio-tours.s3.amazonaws.com/p745.mp3,http://collections.artsmia.org/art/,
746,1241,p746.mp3,"Daumier, The Fugitives-Painting",1,quick,,,,p746.mp3,https://audio-tours.s3.amazonaws.com/p746.mp3,http://collections.artsmia.org/art/1241,
746,1241,p746.mp3,"Daumier, The Fugitives-Painting",1,quick,,,,p746.mp3,https://audio-tours.s3.amazonaws.com/p746.mp3,http://collections.artsmia.org/art/1310,
746,1310,p746.mp3,"Daumier, The Fugitives-Bronze Relief",1,quick,,,,p746.mp3,https://audio-tours.s3.amazonaws.com/p746.mp3,http://collections.artsmia.org/art/1241,
746,1310,p746.mp3,"Daumier, The Fugitives-Bronze Relief",1,quick,,,,p746.mp3,https://audio-tours.s3.amazonaws.com/p746.mp3,http://collections.artsmia.org/art/1310,
747,,p747.mp3,Walker Evans,1,quick,,,,p747.mp3,https://audio-tours.s3.amazonaws.com/p747.mp3,http://collections.artsmia.org/art/,
748,1665,p748.mp3,"Giaquinto, Trinity with Souls in Purgatory",1,quick,"People were questioning authority of the church, significance of light in 
the painting (divinity), details that suggest purgatory isn't that far away
from salvation",,Yes,p748.mp3,https://audio-tours.s3.amazonaws.com/p748.mp3,http://collections.artsmia.org/art/1665,
749,3584,p749.mp3,"Mignon, Still Life with fruit, foliage and insects",1,quick,"Points out details not seen from a distance, rotting fruit, 
insects, forboding message of decay, describes vanitas painting",,Yes,p749.mp3,https://audio-tours.s3.amazonaws.com/p749.mp3,http://collections.artsmia.org/art/3584,
751,58166,p751.mp3,"Handy, Cover",1,quick,,,,p751.mp3,https://audio-tours.s3.amazonaws.com/p751.mp3,http://collections.artsmia.org/art/58166,
752,1704,p752.mp3,"Stella, Tahkt-I-Sulayman Variation II",1,quick,,,,p752.mp3,https://audio-tours.s3.amazonaws.com/p752.mp3,http://collections.artsmia.org/art/1704,
753,13074,p753.mp3,"Stella, Gattenon",1,quick,,,,p753.mp3,https://audio-tours.s3.amazonaws.com/p753.mp3,http://collections.artsmia.org/art/13074,
754,65023,p754.mp3,"Sorman, Besides as Before",1,quick,,,,p754.mp3,https://audio-tours.s3.amazonaws.com/p754.mp3,http://collections.artsmia.org/art/65023,
755,2749,p755.mp3,"Lanyon, Landscape with Cross",1,quick,,,,p755.mp3,https://audio-tours.s3.amazonaws.com/p755.mp3,http://collections.artsmia.org/art/2749,
756,3220,p756.mp3,"Marini, Horse and Rider",1,quick,,,,p756.mp3,https://audio-tours.s3.amazonaws.com/p756.mp3,http://collections.artsmia.org/art/3220,
757,1354,p757.mp3,"Guston, Bronze",1,quick,,,,p757.mp3,https://audio-tours.s3.amazonaws.com/p757.mp3,http://collections.artsmia.org/art/1354,
758,4394,p758.mp3,"Guston, Prospects",1,quick,,,,p758.mp3,https://audio-tours.s3.amazonaws.com/p758.mp3,http://collections.artsmia.org/art/4394,
759,83505,p759.mp3,"Sheeler, Conversation with Sky and Earth",1,quick,,,,p759.mp3,https://audio-tours.s3.amazonaws.com/p759.mp3,http://collections.artsmia.org/art/83505,
761,2900,p761.mp3,"Tiffany,  Presentation tray",1,quick,Talks about the visual aspects of the tray and what they mean,"Good; Pointing out specific things about 
the tray make the viewer look more closely",Yes,p761.mp3,https://audio-tours.s3.amazonaws.com/p761.mp3,http://collections.artsmia.org/art/2900,
762,83506,p762.mp3,"Lewandowski, Circuit Breakers",1,quick,,,,p762.mp3,https://audio-tours.s3.amazonaws.com/p762.mp3,http://collections.artsmia.org/art/83506,
763,61478,p763.mp3,"Nicholson, Project",1,quick,,,,p763.mp3,https://audio-tours.s3.amazonaws.com/p763.mp3,http://collections.artsmia.org/art/61478,
764,1595,p764.mp3,"Mondrian, Composition with Red, Yellow and Blue",1,quick,,,,p764.mp3,https://audio-tours.s3.amazonaws.com/p764.mp3,http://collections.artsmia.org/art/1595,
766,83620,p766.mp3,"Stanley, Standing Deco Nude",1,quick,,,,p766.mp3,https://audio-tours.s3.amazonaws.com/p766.mp3,http://collections.artsmia.org/art/83620,
767,,p767.mp3,"Matisse, Still Life with Pascal's Pensees",1,quick,,,,p767.mp3,https://audio-tours.s3.amazonaws.com/p767.mp3,http://collections.artsmia.org/art/,
768,1887,p768.mp3,"Matisse, Madeleine (bronze)",1,quick,,,,p768.mp3,https://audio-tours.s3.amazonaws.com/p768.mp3,http://collections.artsmia.org/art/1887,
770,62046,p770.mp3,"Breuer and Mobel, Wassily Armchair",1,quick,,,,p770.mp3,https://audio-tours.s3.amazonaws.com/p770.mp3,http://collections.artsmia.org/art/62046,
771,4841,p771.mp3,Indian writing desk on a stand,1,quick,,,,p771.mp3,https://audio-tours.s3.amazonaws.com/p771.mp3,http://collections.artsmia.org/art/4841,
772,8031,p772.mp3,Cabbage Tureen (Strasbourg),1,quick,,,,p772.mp3,https://audio-tours.s3.amazonaws.com/p772.mp3,http://collections.artsmia.org/art/8031,
773,3906,p773.mp3,"Fontana, Basin with Apollo and Muses",1,quick,,,,p773.mp3,https://audio-tours.s3.amazonaws.com/p773.mp3,http://collections.artsmia.org/art/3906,
775,,p775.mp3,Roman mirror,1,quick,,,,p775.mp3,https://audio-tours.s3.amazonaws.com/p775.mp3,http://collections.artsmia.org/art/,
776,329,p776.mp3,Southwark Chest,1,quick,"Talks about surface decoration on the chest, describes process involving 
multiple carpenters, mighthave been owned by middle class",,Yes,p776.mp3,https://audio-tours.s3.amazonaws.com/p776.mp3,http://collections.artsmia.org/art/329,
777,3527,p777.mp3,"Foggini, Jewelry box",1,quick,"Made art workshop that made luxury objects, 
talks about portraits on the corners",,No,p777.mp3,https://audio-tours.s3.amazonaws.com/p777.mp3,http://collections.artsmia.org/art/3527,
778,8566,p778.mp3,Schrank,1,quick,"Talks about how we know when it was made, 
how it was used (to hold ceramics, treasures)",,Yes,p778.mp3,https://audio-tours.s3.amazonaws.com/p778.mp3,http://collections.artsmia.org/art/8566,
779,3545,p779.mp3,Miniature Frame,1,quick,,,,p779.mp3,https://audio-tours.s3.amazonaws.com/p779.mp3,http://collections.artsmia.org/art/3545,
788,1423,p788.mp3,"Picasso, Woman by the Sea",1,quick,,,,p788.mp3,https://audio-tours.s3.amazonaws.com/p788.mp3,http://collections.artsmia.org/art/1423,
789,1556,p789.mp3,"Klee, Hardy Plants",1,quick,,,,p789.mp3,https://audio-tours.s3.amazonaws.com/p789.mp3,http://collections.artsmia.org/art/1556,
790,1513,p790.mp3,"Gorky, Composition",1,quick,,,,p790.mp3,https://audio-tours.s3.amazonaws.com/p790.mp3,http://collections.artsmia.org/art/1513,
792,,p792.mp3,Abstract Expressionism NY School Description,1,quick,,,,p792.mp3,https://audio-tours.s3.amazonaws.com/p792.mp3,http://collections.artsmia.org/art/,
794,1378,p794.mp3,"Terbrugghen, The Gamblers",1,quick,"Painting comes to life with drama that's unfolding, someone just lost, 
points out dice on table",Helpful and insightful,Yes,p794.mp3,https://audio-tours.s3.amazonaws.com/p794.mp3,http://collections.artsmia.org/art/1378,
804,1280,p804.mp3,Tiber Muse,1,quick,,,,p804.mp3,https://audio-tours.s3.amazonaws.com/p804.mp3,http://collections.artsmia.org/art/1280,
805,,p805.mp3,Elephant Attacking a Large Cat mosaic,1,quick,,,,p805.mp3,https://audio-tours.s3.amazonaws.com/p805.mp3,http://collections.artsmia.org/art/,
806,,p806.mp3,Roman Glass Case,1,quick,,,,p806.mp3,https://audio-tours.s3.amazonaws.com/p806.mp3,http://collections.artsmia.org/art/,
807,3217,p807.mp3,Red Figure Volute Krater,1,quick,,,,p807.mp3,https://audio-tours.s3.amazonaws.com/p807.mp3,http://collections.artsmia.org/art/3217,
808,6028,p808.mp3,Egyptian Portrait of Pharaoh Amenhotep III,1,quick,,,,p808.mp3,https://audio-tours.s3.amazonaws.com/p808.mp3,http://collections.artsmia.org/art/6028,
809,100,p809.mp3,Model Boat,1,quick,,,,p809.mp3,https://audio-tours.s3.amazonaws.com/p809.mp3,http://collections.artsmia.org/art/100,
810,,p810.mp3,Water - Land Buddhist Paintings,1,quick,,,,p810.mp3,https://audio-tours.s3.amazonaws.com/p810.mp3,http://collections.artsmia.org/art/,
811,31163,p811.mp3,Imperial Garniture Set,1,quick,,,,p811.mp3,https://audio-tours.s3.amazonaws.com/p811.mp3,http://collections.artsmia.org/art/31163,
812,,p812.mp3,Pair of Camels and Driver,1,quick,,,,p812.mp3,https://audio-tours.s3.amazonaws.com/p812.mp3,http://collections.artsmia.org/art/,
813,,p813.mp3,Pair of Gold T'ang Flying Dragons,1,quick,,,,p813.mp3,https://audio-tours.s3.amazonaws.com/p813.mp3,http://collections.artsmia.org/art/,
814,16602,p814.mp3,Dragon Robe,1,quick,,,,p814.mp3,https://audio-tours.s3.amazonaws.com/p814.mp3,http://collections.artsmia.org/art/16602,
814,16602,p814.mp3,Dragon Robe,1,quick,,,,p814.mp3,https://audio-tours.s3.amazonaws.com/p814.mp3,http://collections.artsmia.org/art/16830,
814,16830,p814.mp3,Dragon Robe,1,quick,,,,p814.mp3,https://audio-tours.s3.amazonaws.com/p814.mp3,http://collections.artsmia.org/art/16602,
814,16830,p814.mp3,Dragon Robe,1,quick,,,,p814.mp3,https://audio-tours.s3.amazonaws.com/p814.mp3,http://collections.artsmia.org/art/16830,
815,609,p815.mp3,Taoist Robes,1,quick,,,,p815.mp3,https://audio-tours.s3.amazonaws.com/p815.mp3,http://collections.artsmia.org/art/609,
815,609,p815.mp3,Taoist Robes,1,quick,,,,p815.mp3,https://audio-tours.s3.amazonaws.com/p815.mp3,http://collections.artsmia.org/art/16945,
815,609,p815.mp3,Taoist Robes,1,quick,,,,p815.mp3,https://audio-tours.s3.amazonaws.com/p815.mp3,http://collections.artsmia.org/art/16950,
815,16945,p815.mp3,Taoist Robes,1,quick,,,,p815.mp3,https://audio-tours.s3.amazonaws.com/p815.mp3,http://collections.artsmia.org/art/609,
815,16945,p815.mp3,Taoist Robes,1,quick,,,,p815.mp3,https://audio-tours.s3.amazonaws.com/p815.mp3,http://collections.artsmia.org/art/16945,
815,16945,p815.mp3,Taoist Robes,1,quick,,,,p815.mp3,https://audio-tours.s3.amazonaws.com/p815.mp3,http://collections.artsmia.org/art/16950,
815,16950,p815.mp3,Taoist Robes,1,quick,,,,p815.mp3,https://audio-tours.s3.amazonaws.com/p815.mp3,http://collections.artsmia.org/art/609,
815,16950,p815.mp3,Taoist Robes,1,quick,,,,p815.mp3,https://audio-tours.s3.amazonaws.com/p815.mp3,http://collections.artsmia.org/art/16945,
815,16950,p815.mp3,Taoist Robes,1,quick,,,,p815.mp3,https://audio-tours.s3.amazonaws.com/p815.mp3,http://collections.artsmia.org/art/16950,
816,,p816.mp3,Imperial Portrait of Prince Duo-lo,1,quick,,,,p816.mp3,https://audio-tours.s3.amazonaws.com/p816.mp3,http://collections.artsmia.org/art/,
817,1533,p817.mp3,Madonna and Child,1,quick,,,,p817.mp3,https://audio-tours.s3.amazonaws.com/p817.mp3,http://collections.artsmia.org/art/1533,
818,1367,p818.mp3,"Algardi, Pope Liberius Baptizing the Neophytes",1,quick,"Clay model for a larger work, unusual that it survives, describes methods of 
relief to show different planes",,Yes,p818.mp3,https://audio-tours.s3.amazonaws.com/p818.mp3,http://collections.artsmia.org/art/1367,
